Age,Gender,Weight (kg),Height (cm),Activity,Duration (minutes),Calories
53,Female,99,174,Yoga,50,206.25
32,Male,56,166,Cycling,10,74.67
22,Male,59,187,Cycling,85,668.67
53,Male,87,172,Cycling,15,174.0
29,Female,96,173,Jump rope,65,1279.2
36,Male,69,173,Running,75,845.25
37,Female,91,181,Running,70,1040.43
20,Male,60,174,Jump rope,55,676.5
41,Male,47,181,Cycling,80,501.33
44,Male,97,189,Walking,20,113.17
27,Female,46,186,Swimming,60,322.0
55,Male,59,153,Running,10,96.37
41,Male,72,159,Swimming,20,168.0
51,Male,70,175,Swimming,90,735.0
37,Female,56,159,Running,75,686.0
18,Female,75,186,Running,30,367.5
54,Female,91,161,Jump rope,40,746.2
30,Female,82,151,Jump rope,90,1512.9
27,Female,50,177,Cycling,40,266.67
40,Female,82,160,Cycling,55,601.33
31,Female,63,164,Walking,60,220.5
60,Female,85,187,Yoga,35,123.96
59,Male,68,159,Cycling,90,816.0
54,Male,98,179,Walking,70,400.17
59,Male,56,190,Swimming,45,294.0
28,Female,94,161,Yoga,70,274.17
49,Male,60,178,Yoga,80,200.0
28,Female,69,153,Cycling,10,92.0
39,Male,81,164,Cycling,60,648.0
34,Male,85,167,Yoga,40,141.67
23,Female,81,177,Yoga,20,67.5
56,Male,46,159,Yoga,55,105.42
54,Male,54,180,Jump rope,35,387.45
32,Female,73,173,Walking,65,276.79
45,Female,55,182,Running,30,269.5
57,Female,79,158,Walking,30,138.25
27,Male,62,182,Yoga,30,77.5
56,Male,60,178,Swimming,45,315.0
40,Female,61,165,Cycling,90,732.0
29,Male,64,186,Swimming,50,373.33
44,Female,99,170,Yoga,60,247.5
21,Female,93,161,Walking,40,217.0
53,Male,68,161,Jump rope,30,418.2
21,Female,66,187,Yoga,15,41.25
48,Male,98,157,Cycling,25,326.67
43,Female,58,174,Jump rope,35,416.15
60,Female,74,182,Running,70,846.07
39,Male,55,183,Jump rope,60,676.5
33,Female,71,159,Cycling,40,378.67
20,Male,55,187,Yoga,40,91.67
25,Male,72,183,Swimming,20,168.0
27,Male,70,185,Yoga,90,262.5
35,Male,76,183,Yoga,10,31.67
20,Male,83,187,Running,75,1016.75
18,Male,94,169,Running,30,460.6
55,Male,50,168,Swimming,75,437.5
42,Male,86,161,Walking,20,100.33
56,Male,49,171,Cycling,35,228.67
47,Female,55,171,Jump rope,60,676.5
31,Male,62,160,Yoga,85,219.58
48,Male,84,156,Jump rope,60,1033.2
18,Female,74,159,Running,55,664.77
39,Female,82,155,Jump rope,30,504.3
36,Female,69,183,Walking,30,120.75
56,Female,77,155,Swimming,80,718.67
45,Male,70,176,Swimming,30,245.0
27,Male,57,161,Walking,20,66.5
55,Male,53,172,Cycling,65,459.33
40,Female,99,170,Cycling,35,462.0
57,Female,91,178,Jump rope,20,373.1
59,Male,61,156,Walking,75,266.88
18,Female,49,180,Jump rope,70,703.15
58,Male,84,163,Yoga,90,315.0
38,Male,99,169,Cycling,50,660.0
39,Male,74,184,Walking,30,129.5
53,Male,54,175,Yoga,20,45.0
19,Male,46,186,Walking,40,107.33
58,Male,58,169,Yoga,20,48.33
30,Male,100,157,Jump rope,10,205.0
20,Male,89,181,Walking,35,181.71
48,Male,78,183,Running,75,955.5
50,Male,68,189,Jump rope,65,906.1
45,Male,64,186,Jump rope,15,196.8
40,Female,91,172,Cycling,25,303.33
38,Male,95,155,Swimming,60,665.0
26,Female,81,174,Running,10,132.3
39,Female,67,172,Cycling,25,223.33
29,Male,95,176,Jump rope,10,194.75
25,Male,65,162,Walking,70,265.42
24,Female,56,179,Running,50,457.33
44,Male,76,186,Jump rope,45,701.1
52,Male,78,177,Jump rope,30,479.7
51,Female,91,171,Walking,70,371.58
57,Female,55,168,Swimming,45,288.75
27,Male,67,168,Walking,30,117.25
49,Female,95,153,Walking,50,277.08
22,Male,90,183,Jump rope,75,1383.75
55,Male,96,180,Running,30,470.4
19,Male,45,182,Running,65,477.75
44,Female,63,171,Jump rope,85,1097.78
38,Female,92,167,Walking,15,80.5
27,Male,65,169,Walking,75,284.38
46,Female,46,179,Walking,10,26.83
27,Male,66,159,Running,50,539.0
41,Male,96,156,Jump rope,65,1279.2
39,Female,53,180,Cycling,10,70.67
60,Female,79,182,Swimming,50,460.83
57,Male,75,152,Walking,15,65.62
59,Female,72,177,Yoga,65,195.0
53,Female,91,187,Yoga,20,75.83
18,Male,72,169,Cycling,90,864.0
57,Male,56,155,Jump rope,10,114.8
49,Female,59,156,Yoga,55,135.21
32,Male,56,182,Swimming,20,130.67
41,Female,70,170,Yoga,50,145.83
30,Female,87,178,Cycling,90,1044.0
25,Female,68,185,Jump rope,50,697.0
33,Female,49,161,Running,10,80.03
18,Female,47,180,Cycling,15,94.0
44,Female,60,160,Yoga,75,187.5
40,Male,80,172,Jump rope,30,492.0
23,Male,58,156,Walking,10,33.83
43,Male,79,155,Running,90,1161.3
39,Female,58,157,Yoga,45,108.75
55,Female,81,178,Walking,20,94.5
33,Female,86,164,Cycling,10,114.67
41,Female,87,176,Running,30,426.3
39,Female,49,159,Jump rope,50,502.25
43,Female,82,178,Cycling,70,765.33
29,Female,63,190,Yoga,55,144.38
41,Male,53,179,Cycling,60,424.0
28,Female,86,168,Walking,75,376.25
46,Female,97,167,Walking,15,84.88
50,Male,98,180,Swimming,55,628.83
58,Male,98,186,Swimming,65,743.17
38,Female,45,181,Swimming,25,131.25
42,Male,91,151,Cycling,80,970.67
40,Male,100,172,Jump rope,55,1127.5
46,Male,49,178,Swimming,40,228.67
22,Female,97,179,Yoga,10,40.42
23,Male,64,171,Jump rope,75,984.0
56,Female,72,165,Walking,30,126.0
36,Male,94,152,Walking,60,329.0
50,Female,86,156,Walking,85,426.42
47,Female,65,175,Jump rope,40,533.0
21,Female,95,153,Jump rope,15,292.12
35,Female,46,152,Cycling,90,552.0
58,Female,54,164,Swimming,90,567.0
35,Male,70,164,Cycling,40,373.33
21,Male,99,157,Jump rope,70,1420.65
32,Male,57,185,Jump rope,55,642.67
35,Male,65,150,Swimming,70,530.83
55,Male,49,180,Swimming,75,428.75
23,Male,61,176,Cycling,25,203.33
41,Female,54,167,Running,80,705.6
52,Female,47,162,Yoga,65,127.29
50,Male,94,180,Swimming,55,603.17
41,Male,56,175,Cycling,55,410.67
38,Female,58,166,Cycling,35,270.67
19,Female,100,181,Walking,45,262.5
44,Male,95,174,Jump rope,20,389.5
46,Female,61,184,Swimming,50,355.83
18,Female,81,179,Swimming,65,614.25
26,Female,60,152,Walking,60,210.0
35,Female,72,157,Swimming,60,504.0
18,Male,71,167,Jump rope,85,1237.18
34,Female,83,165,Walking,20,96.83
20,Female,91,184,Swimming,60,637.0
23,Male,82,181,Walking,70,334.83
31,Female,67,190,Yoga,80,223.33
27,Female,75,156,Yoga,90,281.25
27,Male,60,150,Running,40,392.0
35,Female,66,158,Walking,15,57.75
32,Female,99,184,Running,90,1455.3
39,Male,83,180,Cycling,55,608.67
49,Male,78,185,Running,10,127.4
42,Female,57,185,Walking,45,149.62
37,Male,99,162,Running,45,727.65
51,Male,54,186,Walking,80,252.0
27,Female,48,164,Running,80,627.2
40,Male,83,153,Jump rope,55,935.83
47,Male,82,151,Swimming,10,95.67
55,Male,46,183,Cycling,75,460.0
27,Female,87,167,Walking,90,456.75
23,Female,81,166,Running,35,463.05
29,Male,67,172,Walking,10,39.08
23,Male,60,180,Walking,60,210.0
49,Male,54,165,Cycling,65,468.0
19,Male,45,178,Cycling,15,90.0
42,Female,75,155,Swimming,25,218.75
24,Female,59,170,Cycling,25,196.67
35,Male,75,164,Walking,35,153.12
50,Female,89,189,Swimming,30,311.5
39,Female,80,190,Running,65,849.33
53,Female,46,158,Cycling,20,122.67
36,Male,63,175,Yoga,80,210.0
40,Male,48,151,Swimming,65,364.0
43,Female,69,182,Jump rope,55,777.98
52,Male,62,166,Cycling,35,289.33
54,Female,94,178,Yoga,20,78.33
31,Female,68,189,Jump rope,20,278.8
60,Female,84,172,Swimming,30,294.0
46,Female,89,156,Running,70,1017.57
29,Female,95,184,Running,10,155.17
22,Female,86,175,Cycling,25,286.67
42,Female,61,167,Yoga,45,114.38
26,Male,100,165,Running,70,1143.33
39,Female,62,160,Running,50,506.33
47,Male,47,162,Cycling,15,94.0
45,Male,87,155,Running,80,1136.8
26,Male,50,185,Walking,10,29.17
39,Female,95,185,Walking,30,166.25
27,Male,56,160,Swimming,35,228.67
19,Female,98,171,Running,20,320.13
32,Male,67,164,Running,65,711.32
38,Male,78,186,Jump rope,90,1439.1
47,Male,58,162,Yoga,40,96.67
60,Female,45,177,Swimming,30,157.5
50,Male,45,174,Cycling,15,90.0
54,Female,92,156,Jump rope,70,1320.2
59,Female,97,167,Walking,40,226.33
47,Female,89,186,Yoga,70,259.58
27,Female,78,183,Yoga,45,146.25
52,Male,61,174,Cycling,80,650.67
30,Male,67,153,Walking,45,175.88
23,Female,98,153,Running,50,800.33
32,Female,90,153,Cycling,75,900.0
37,Female,62,164,Swimming,70,506.33
43,Male,57,174,Walking,80,266.0
24,Male,80,181,Swimming,10,93.33
45,Male,91,153,Cycling,50,606.67
37,Male,88,178,Running,45,646.8
20,Male,75,190,Swimming,70,612.5
51,Male,70,168,Running,20,228.67
48,Male,59,169,Jump rope,25,302.38
38,Male,75,150,Running,30,367.5
45,Female,64,180,Running,55,574.93
37,Female,69,166,Swimming,50,402.5
31,Female,49,180,Running,50,400.17
31,Female,47,156,Running,10,76.77
30,Female,83,153,Swimming,45,435.75
21,Female,64,169,Running,65,679.47
37,Female,59,184,Cycling,85,668.67
37,Male,93,170,Swimming,60,651.0
47,Male,53,187,Running,45,389.55
25,Male,85,167,Yoga,65,230.21
50,Female,72,160,Jump rope,20,295.2
39,Male,86,166,Walking,15,75.25
51,Male,70,186,Swimming,60,490.0
49,Female,88,190,Cycling,40,469.33
26,Female,70,158,Cycling,25,233.33
32,Male,68,187,Yoga,45,127.5
41,Male,57,185,Running,80,744.8
52,Female,100,171,Running,50,816.67
25,Male,79,159,Yoga,60,197.5
22,Female,72,176,Yoga,40,120.0
56,Male,48,185,Running,15,117.6
50,Female,62,188,Swimming,40,289.33
37,Female,80,159,Walking,45,210.0
55,Female,93,155,Walking,35,189.88
57,Male,61,167,Cycling,60,488.0
52,Male,87,165,Yoga,30,108.75
32,Male,60,151,Walking,65,227.5
18,Female,100,172,Jump rope,40,820.0
25,Male,93,155,Yoga,70,271.25
51,Female,80,189,Cycling,70,746.67
52,Female,99,158,Walking,20,115.5
18,Female,45,152,Running,65,477.75
55,Female,59,150,Yoga,50,122.92
47,Male,62,151,Yoga,35,90.42
20,Male,80,158,Swimming,30,280.0
33,Female,73,170,Jump rope,65,972.73
47,Female,51,184,Running,30,249.9
48,Female,49,161,Cycling,90,588.0
44,Female,62,171,Jump rope,65,826.15
40,Female,61,173,Walking,10,35.58
55,Female,60,176,Cycling,80,640.0
54,Male,70,176,Running,40,457.33
32,Female,53,159,Cycling,80,565.33
18,Female,57,188,Running,40,372.4
45,Male,53,168,Running,30,259.7
56,Male,99,182,Jump rope,60,1217.7
55,Female,55,180,Running,30,269.5
32,Female,88,171,Jump rope,90,1623.6
44,Female,69,185,Running,15,169.05
28,Female,72,153,Walking,70,294.0
18,Male,79,170,Yoga,10,32.92
47,Female,71,150,Swimming,15,124.25
38,Female,94,157,Cycling,60,752.0
42,Male,79,181,Jump rope,25,404.88
54,Female,48,168,Cycling,15,96.0
39,Male,96,184,Jump rope,55,1082.4
57,Male,79,159,Swimming,15,138.25
37,Male,52,174,Running,75,637.0
31,Male,95,155,Cycling,90,1140.0
35,Male,74,185,Cycling,80,789.33
31,Male,83,157,Swimming,25,242.08
29,Male,53,155,Cycling,55,388.67
42,Female,50,154,Cycling,60,400.0
32,Male,49,187,Walking,25,71.46
41,Female,54,164,Yoga,85,191.25
32,Male,79,178,Walking,20,92.17
29,Male,85,185,Cycling,85,963.33
24,Male,65,167,Running,85,902.42
58,Female,52,156,Swimming,55,333.67
35,Female,55,175,Running,40,359.33
30,Female,46,158,Swimming,45,241.5
31,Female,55,160,Walking,10,32.08
21,Female,95,169,Cycling,50,633.33
27,Male,83,189,Walking,70,338.92
60,Male,89,156,Jump rope,30,547.35
22,Female,52,186,Running,15,127.4
19,Male,74,170,Jump rope,55,834.35
28,Male,46,155,Walking,45,120.75
60,Female,52,152,Jump rope,80,852.8
27,Male,66,158,Swimming,55,423.5
27,Male,76,151,Swimming,35,310.33
18,Female,46,177,Swimming,25,134.17
55,Female,67,153,Jump rope,40,549.4
29,Female,69,168,Running,15,169.05
24,Female,75,179,Yoga,90,281.25
26,Female,75,171,Walking,80,350.0
26,Male,53,154,Jump rope,55,597.58
32,Male,56,161,Swimming,75,490.0
49,Female,91,176,Jump rope,20,373.1
45,Female,88,175,Running,60,862.4
43,Female,99,183,Yoga,25,103.12
27,Female,78,172,Cycling,30,312.0
45,Male,78,175,Running,70,891.8
52,Male,75,164,Yoga,45,140.62
21,Female,84,177,Swimming,15,147.0
47,Female,59,186,Running,25,240.92
19,Female,78,189,Running,60,764.4
22,Female,79,187,Yoga,90,296.25
41,Male,49,167,Running,75,600.25
33,Male,70,166,Yoga,15,43.75
54,Female,73,187,Cycling,70,681.33
50,Male,99,162,Cycling,40,528.0
22,Female,96,159,Yoga,70,280.0
51,Male,54,175,Jump rope,70,774.9
50,Female,59,189,Walking,10,34.42
40,Female,89,159,Walking,15,77.88
39,Female,81,151,Yoga,25,84.38
27,Female,72,161,Running,60,705.6
49,Male,54,179,Cycling,15,108.0
31,Male,58,151,Walking,55,186.08
24,Female,66,173,Jump rope,55,744.15
53,Female,46,172,Yoga,85,162.92
39,Female,99,187,Jump rope,45,913.28
34,Male,76,175,Cycling,55,557.33
47,Female,67,166,Yoga,85,237.29
30,Male,76,166,Swimming,65,576.33
43,Female,80,157,Running,55,718.67
19,Male,46,176,Running,65,488.37
57,Male,49,178,Swimming,50,285.83
18,Male,67,183,Swimming,80,625.33
33,Female,80,170,Running,20,261.33
53,Female,79,185,Running,80,1032.27
37,Male,69,189,Walking,15,60.38
28,Female,94,189,Jump rope,65,1252.55
28,Male,55,169,Walking,30,96.25
31,Female,87,190,Cycling,20,232.0
57,Female,76,178,Running,25,310.33
38,Male,97,153,Yoga,30,121.25
43,Female,69,165,Running,90,1014.3
53,Female,94,183,Jump rope,90,1734.3
24,Male,79,154,Yoga,65,213.96
42,Male,81,167,Cycling,35,378.0
39,Female,79,188,Jump rope,80,1295.6
52,Female,98,184,Yoga,60,245.0
52,Female,80,155,Yoga,15,50.0
43,Female,86,182,Jump rope,80,1410.4
31,Male,50,162,Walking,35,102.08
29,Male,91,175,Running,45,668.85
20,Male,89,152,Swimming,85,882.58
60,Female,81,168,Swimming,35,330.75
52,Male,51,154,Running,60,499.8
20,Male,62,172,Running,25,253.17
51,Female,51,172,Jump rope,60,627.3
44,Male,76,152,Walking,25,110.83
30,Female,75,161,Jump rope,70,1076.25
55,Female,96,173,Walking,75,420.0
18,Male,65,187,Swimming,30,227.5
21,Female,95,177,Walking,20,110.83
35,Male,65,176,Walking,50,189.58
60,Female,97,156,Cycling,65,840.67
52,Male,51,151,Jump rope,60,627.3
25,Male,84,184,Yoga,65,227.5
23,Female,59,176,Swimming,15,103.25
37,Female,77,168,Swimming,90,808.5
55,Male,55,150,Running,30,269.5
18,Male,93,164,Running,70,1063.3
19,Male,51,157,Yoga,80,170.0
39,Male,97,166,Running,75,1188.25
28,Female,76,169,Walking,45,199.5
60,Male,93,177,Walking,20,108.5
37,Male,57,150,Swimming,65,432.25
31,Male,88,154,Yoga,15,55.0
29,Female,48,187,Running,35,274.4
36,Female,65,175,Swimming,35,265.42
39,Male,84,169,Jump rope,85,1463.7
49,Female,87,178,Cycling,90,1044.0
21,Male,53,186,Jump rope,40,434.6
32,Female,57,160,Yoga,70,166.25
39,Female,75,187,Cycling,25,250.0
53,Male,82,165,Running,40,535.73
18,Male,79,154,Yoga,45,148.12
44,Female,75,180,Yoga,90,281.25
31,Female,63,166,Running,75,771.75
55,Male,52,176,Jump rope,75,799.5
38,Female,58,161,Walking,70,236.83
37,Female,55,184,Walking,70,224.58
26,Male,96,181,Jump rope,25,492.0
21,Female,81,153,Running,20,264.6
56,Female,97,183,Yoga,90,363.75
22,Female,65,155,Running,55,583.92
59,Male,45,160,Cycling,20,120.0
52,Male,64,177,Walking,80,298.67
59,Female,78,180,Cycling,35,364.0
53,Male,47,158,Jump rope,15,144.53
48,Female,66,157,Swimming,15,115.5
59,Male,50,161,Yoga,45,93.75
49,Male,96,188,Walking,90,504.0
31,Female,94,190,Cycling,55,689.33
57,Female,68,150,Running,50,555.33
56,Male,84,156,Walking,55,269.5
45,Female,68,151,Cycling,90,816.0
43,Female,57,166,Yoga,10,23.75
49,Male,61,167,Swimming,20,142.33
51,Female,67,174,Cycling,75,670.0
45,Female,52,161,Swimming,85,515.67
38,Male,64,175,Cycling,20,170.67
35,Female,57,159,Cycling,70,532.0
48,Female,74,189,Yoga,70,215.83
60,Male,73,182,Cycling,30,292.0
29,Female,100,184,Cycling,30,400.0
59,Female,64,152,Jump rope,65,852.8
50,Female,55,154,Cycling,65,476.67
25,Male,79,150,Jump rope,20,323.9
33,Female,76,170,Walking,85,376.83
27,Female,59,182,Yoga,80,196.67
30,Male,59,172,Running,10,96.37
18,Male,89,158,Yoga,80,296.67
28,Female,50,180,Yoga,30,62.5
31,Male,60,159,Cycling,10,80.0
50,Female,99,155,Swimming,70,808.5
34,Male,80,155,Running,55,718.67
59,Male,78,169,Jump rope,90,1439.1
26,Male,75,162,Jump rope,15,230.62
27,Female,90,181,Yoga,35,131.25
18,Female,54,161,Cycling,80,576.0
38,Male,48,150,Running,60,470.4
56,Female,75,158,Yoga,75,234.38
27,Male,55,168,Jump rope,35,394.62
38,Male,51,181,Running,75,624.75
21,Female,98,177,Cycling,85,1110.67
18,Male,64,180,Swimming,10,74.67
21,Male,73,186,Swimming,40,340.67
38,Male,92,187,Jump rope,70,1320.2
51,Female,58,182,Swimming,90,609.0
32,Male,45,186,Yoga,65,121.87
22,Female,71,182,Running,10,115.97
30,Male,95,157,Cycling,20,253.33
58,Female,69,186,Yoga,20,57.5
33,Male,72,187,Yoga,85,255.0
29,Male,54,150,Swimming,30,189.0
22,Male,69,155,Jump rope,45,636.53
58,Female,75,159,Walking,10,43.75
53,Female,86,174,Cycling,10,114.67
30,Male,45,189,Swimming,75,393.75
26,Male,72,154,Cycling,25,240.0
45,Male,82,170,Running,65,870.57
23,Female,71,154,Running,35,405.88
51,Male,50,175,Running,85,694.17
51,Male,94,159,Cycling,15,188.0
29,Male,62,169,Walking,30,108.5
55,Male,69,150,Running,90,1014.3
35,Female,85,161,Running,85,1180.08
43,Female,54,163,Swimming,60,378.0
42,Female,78,155,Walking,60,273.0
23,Male,46,152,Jump rope,85,801.55
39,Male,89,150,Running,90,1308.3
36,Male,61,156,Walking,65,231.29
24,Female,74,183,Jump rope,75,1137.75
41,Male,64,157,Running,80,836.27
49,Male,69,157,Walking,85,342.12
59,Male,73,166,Running,25,298.08
35,Male,91,179,Swimming,60,637.0
27,Male,84,162,Walking,65,318.5
38,Male,69,176,Jump rope,80,1131.6
26,Male,100,161,Cycling,90,1200.0
22,Female,72,170,Cycling,75,720.0
26,Male,80,179,Yoga,75,250.0
58,Male,85,189,Walking,20,99.17
27,Male,53,179,Swimming,70,432.83
34,Male,73,159,Cycling,85,827.33
58,Female,85,189,Walking,75,371.88
30,Male,51,181,Yoga,35,74.38
39,Male,71,151,Swimming,50,414.17
22,Female,62,152,Jump rope,90,1143.9
34,Male,69,167,Running,45,507.15
51,Female,84,183,Swimming,10,98.0
26,Female,50,183,Cycling,15,100.0
31,Male,72,183,Jump rope,80,1180.8
38,Female,74,163,Running,80,966.93
48,Female,94,162,Walking,60,329.0
50,Female,67,174,Swimming,65,508.08
43,Male,95,173,Jump rope,10,194.75
19,Male,100,184,Yoga,65,270.83
29,Male,70,175,Cycling,10,93.33
42,Female,69,166,Swimming,30,241.5
55,Male,52,158,Walking,40,121.33
43,Female,62,169,Cycling,20,165.33
19,Male,58,168,Yoga,65,157.08
31,Male,52,163,Running,35,297.27
57,Male,55,156,Running,10,89.83
48,Female,88,160,Yoga,75,275.0
48,Female,66,163,Yoga,10,27.5
18,Male,54,182,Running,30,264.6
48,Male,67,173,Swimming,10,78.17
54,Male,86,187,Swimming,70,702.33
31,Female,54,154,Running,80,705.6
44,Female,50,158,Walking,20,58.33
46,Male,72,187,Jump rope,30,442.8
26,Female,89,155,Cycling,70,830.67
60,Female,47,181,Yoga,35,68.54
55,Male,99,152,Jump rope,90,1826.55
28,Male,60,162,Cycling,65,520.0
56,Female,57,166,Walking,30,99.75
47,Male,64,171,Yoga,85,226.67
56,Male,92,151,Yoga,20,76.67
19,Female,89,157,Walking,80,415.33
30,Male,74,167,Running,50,604.33
58,Female,74,176,Jump rope,10,151.7
36,Male,96,187,Cycling,75,960.0
21,Female,71,190,Walking,50,207.08
60,Male,79,186,Walking,30,138.25
46,Male,49,183,Jump rope,80,803.6
29,Male,58,158,Cycling,85,657.33
40,Female,57,189,Yoga,30,71.25
48,Female,51,190,Swimming,30,178.5
42,Female,47,174,Cycling,55,344.67
60,Male,61,177,Cycling,65,528.67
42,Female,48,152,Swimming,45,252.0
56,Male,77,156,Walking,25,112.29
22,Male,69,166,Swimming,55,442.75
29,Female,69,186,Yoga,85,244.38
32,Male,82,157,Cycling,25,273.33
27,Male,75,167,Cycling,10,100.0
21,Male,68,153,Yoga,40,113.33
43,Male,85,151,Walking,65,322.29
20,Male,45,166,Swimming,85,446.25
45,Female,99,179,Running,10,161.7
42,Female,86,166,Jump rope,30,528.9
31,Male,48,180,Yoga,30,60.0
33,Female,50,173,Walking,90,262.5
56,Female,92,179,Walking,65,348.83
30,Female,61,159,Yoga,50,127.08
44,Female,67,185,Walking,20,78.17
52,Male,67,176,Running,55,601.88
26,Male,85,174,Swimming,10,99.17
58,Male,61,164,Swimming,60,427.0
40,Female,89,158,Running,65,944.88
39,Male,75,177,Cycling,25,250.0
56,Female,89,181,Swimming,60,623.0
39,Male,81,154,Cycling,65,702.0
27,Male,61,170,Yoga,40,101.67
22,Female,69,151,Jump rope,55,777.98
58,Female,81,158,Cycling,85,918.0
47,Male,69,167,Yoga,35,100.62
42,Male,75,180,Swimming,90,787.5
21,Female,46,154,Jump rope,40,377.2
52,Male,88,180,Running,75,1078.0
47,Male,59,187,Yoga,30,73.75
45,Female,55,190,Running,45,404.25
52,Female,75,171,Yoga,40,125.0
35,Female,54,170,Running,90,793.8
58,Male,65,168,Swimming,60,455.0
44,Male,75,177,Yoga,25,78.12
36,Male,56,155,Yoga,70,163.33
49,Female,49,163,Yoga,50,102.08
44,Male,100,153,Walking,40,233.33
35,Female,78,153,Running,50,637.0
27,Female,46,167,Walking,15,40.25
24,Female,89,153,Cycling,65,771.33
37,Male,59,181,Jump rope,40,483.8
24,Male,99,158,Running,70,1131.9
30,Female,54,150,Jump rope,80,885.6
30,Female,66,176,Walking,75,288.75
47,Male,57,160,Swimming,80,532.0
36,Male,94,154,Swimming,90,987.0
39,Male,54,153,Cycling,90,648.0
29,Female,88,162,Walking,80,410.67
56,Female,92,190,Walking,25,134.17
56,Female,49,156,Walking,70,200.08
48,Male,92,189,Walking,15,80.5
45,Female,87,159,Jump rope,90,1605.15
24,Male,49,152,Swimming,85,485.92
41,Female,88,165,Walking,45,231.0
48,Male,96,156,Yoga,25,100.0
19,Male,89,185,Swimming,25,259.58
38,Male,54,178,Jump rope,85,940.95
36,Female,59,175,Jump rope,10,120.95
24,Male,74,183,Jump rope,60,910.2
26,Female,95,156,Jump rope,60,1168.5
29,Female,71,180,Running,25,289.92
28,Male,71,160,Yoga,30,88.75
24,Female,79,176,Jump rope,50,809.75
42,Female,45,178,Running,30,220.5
32,Male,59,168,Swimming,10,68.83
31,Male,97,157,Cycling,50,646.67
18,Female,55,173,Swimming,90,577.5
43,Female,76,160,Swimming,75,665.0
38,Male,93,186,Jump rope,90,1715.85
40,Male,92,165,Jump rope,25,471.5
38,Male,99,151,Yoga,90,371.25
19,Male,100,161,Yoga,50,208.33
22,Male,98,163,Yoga,90,367.5
20,Female,53,185,Walking,90,278.25
44,Female,56,157,Walking,40,130.67
60,Male,61,176,Swimming,25,177.92
54,Female,48,157,Walking,20,56.0
53,Female,77,181,Jump rope,20,315.7
56,Male,61,173,Swimming,40,284.67
30,Female,52,189,Yoga,10,21.67
58,Male,93,152,Walking,80,434.0
30,Male,67,184,Yoga,10,27.92
36,Male,66,188,Cycling,55,484.0
51,Male,90,182,Jump rope,50,922.5
31,Female,86,158,Yoga,75,268.75
26,Female,85,180,Cycling,60,680.0
23,Male,94,184,Jump rope,65,1252.55
40,Female,97,187,Jump rope,30,596.55
48,Male,78,179,Yoga,30,97.5
46,Male,77,176,Walking,20,89.83
54,Female,100,173,Cycling,10,133.33
22,Female,61,160,Jump rope,40,500.2
34,Male,45,158,Jump rope,40,369.0
56,Male,63,164,Jump rope,70,904.05
38,Female,49,172,Swimming,35,200.08
42,Male,61,156,Running,10,99.63
32,Male,93,170,Jump rope,60,1143.9
36,Male,61,172,Jump rope,70,875.35
38,Male,96,184,Walking,10,56.0
19,Male,56,152,Running,85,777.47
46,Female,98,152,Running,60,960.4
23,Male,95,180,Cycling,50,633.33
57,Female,71,150,Swimming,40,331.33
22,Female,58,161,Cycling,85,657.33
45,Male,80,165,Yoga,55,183.33
24,Female,53,153,Yoga,55,121.46
28,Male,75,151,Cycling,50,500.0
30,Female,55,158,Swimming,65,417.08
39,Male,68,158,Jump rope,55,766.7
49,Male,54,153,Yoga,80,180.0
47,Male,93,178,Swimming,10,108.5
56,Male,70,184,Swimming,85,694.17
23,Female,60,171,Running,30,294.0
36,Male,86,159,Running,10,140.47
42,Male,57,161,Running,80,744.8
35,Female,75,184,Walking,60,262.5
57,Male,92,162,Jump rope,65,1225.9
26,Male,49,162,Walking,20,57.17
44,Female,98,180,Jump rope,25,502.25
18,Male,71,151,Yoga,40,118.33
47,Female,66,173,Swimming,30,231.0
57,Female,81,154,Yoga,80,270.0
31,Female,51,171,Walking,85,252.88
58,Male,88,162,Running,40,574.93
24,Male,89,173,Running,90,1308.3
43,Male,72,185,Yoga,15,45.0
25,Male,76,164,Swimming,50,443.33
44,Female,80,179,Yoga,10,33.33
27,Male,77,164,Running,40,503.07
34,Female,51,182,Yoga,50,106.25
25,Female,94,161,Running,45,690.9
44,Male,65,155,Jump rope,80,1066.0
41,Female,93,181,Yoga,75,290.62
39,Female,85,185,Swimming,65,644.58
53,Male,100,177,Cycling,15,200.0
28,Female,85,180,Walking,80,396.67
38,Male,60,154,Walking,70,245.0
50,Female,63,178,Cycling,55,462.0
45,Female,97,154,Yoga,15,60.62
56,Female,75,150,Yoga,20,62.5
48,Female,85,163,Cycling,55,623.33
57,Male,64,182,Jump rope,45,590.4
25,Female,87,184,Running,90,1278.9
51,Female,95,181,Yoga,40,158.33
45,Male,63,156,Jump rope,20,258.3
19,Female,93,176,Walking,80,434.0
53,Male,90,189,Jump rope,75,1383.75
57,Male,51,187,Walking,50,148.75
30,Female,75,168,Running,50,612.5
32,Female,45,168,Swimming,50,262.5
58,Male,49,190,Yoga,90,183.75
36,Male,59,169,Jump rope,15,181.43
22,Female,46,188,Running,65,488.37
19,Male,70,168,Yoga,55,160.42
25,Female,73,158,Running,10,119.23
54,Male,50,156,Jump rope,50,512.5
49,Female,69,167,Yoga,90,258.75
28,Male,89,174,Cycling,35,415.33
51,Female,65,178,Walking,50,189.58
27,Male,50,190,Cycling,70,466.67
29,Female,65,157,Swimming,80,606.67
23,Female,85,150,Swimming,55,545.42
26,Male,60,157,Running,50,490.0
